Id,Category,Sentence
7676,3,It's a solid film about people whose lives are far from quiet.
7678,4,"Call it magical realism or surrealism, but Miss Wonton escapes reality with a degree of wit and dignity."
7679,1,Where the movie falters is in the tone.
7680,2,"Then again, maybe Nadia's birthday wasn't a bad day after all."
7681,3,A French film with a rather down-to-earth flavour.
7683,4,A must for all sides of the political spectrum
7685,1,"die-hard slasher fans will appreciate, but the Halloween show has lost its edge overall."
7686,4,"This is a finely written, superbly acted, wacky thriller."
7687,0,"It's quite an achievement to play and make a film at the Cannes Film Festival, yet still take away from the film the visual appeal or the atmosphere."
7688,1,Despite the excessive dose of farcical performances and directorial instructions he is surprisingly bland.
7689,4,"With Alexandre Desplat's haunting and grandeur, the film is an intoxicating interpretation of listeners."
7693,4,"The wonderful film I'm Going Home is so evocative, yet brimming with wisdom and emotion."
7696,0,One of the most unpleasant things the studio has ever produced.
7697,3,"Nor ""Shrek"" or ""Monster, Inc.,"" but it's not that bad."
7699,3,"Beyond Rohmer's courageous decision, The Lady and the Duke represents the filmmaker's lifelong occupation with formal experimentation in the art of cinema."
7700,3,"One leaves his film overwhelmed, hopeful and perhaps paradoxically illuminated."
7702,4,The entire cast is extraordinarily good.
7703,3,"is an excellent compliment to the piece that is also under the theme ""the wife of a French lieutenant."""
7704,4,"It is a bittersweet, contemporary comedy about benevolent fraud that, while its film version may not run parallel to the filmmaker's old-timers, is still much to see."
7705,2,Those of you who don't believe in Santa Claus probably also believe sequels can never capture the magic of the original.
7706,2,A copy of this film was sent to me and it was to be reviewed on DVD.
7707,1,"An unencouraging triple extension of the former MTV series that followed the trick-hungry dopey in a random series of gags, pranks, chees, trolls and injuries."
7708,2,But the process is a flop - except for six gags that really do work.
7709,1,So aggressively cheerful that Pollyana reached for a plastic bag.
7710,4,"I stopped thinking how good everything was and started to do nothing but react to it - I felt myself as a part of these great places, eagerly thinking as the protagonists fought, feeling left at the mercy of its invincibility, I allowed it visual pleasures."
7712,4,"... a pleasantly frothy ""date film""..."
7715,2,"A faulty but admirable film, it seeks to plunge us into a world of artistic doom and political madness, while at the same time almost managing."
7716,2,Stir potentially alluring ingredients into an uncomfortable mixture of Ghost and Close Encounters of the Third Kind.
7719,0,"Slacker and uninspired, populated mostly by characters who have so few sympathies that one gets a sour smack in the mouth."
7720,1,"This adventure offers neither half the excitement of Balto, nor half the fun of Toy Story 2."
7721,3,"He is certainly Convention and predictable but his performances are so off-the-cuff that he does his passage very convincingly, even though he is never as solid as you might wish."
7722,3,"If you have ∩ the right B-movie-mind, it could just put you off."
7723,2,"If you'd given Deuce's Wild a polish, it would have been a camp adventure, one of those movies so bad it feels too good to be true."
7724,4,"Reinforced by a strong, easy-going opening act."
7728,0,"Sheridan seems to be fearful of the book's irreverent energy, and for much of it he can't inspire verve, humour, bile or irony."
7729,2,We must not look to religious fanatics - or backyard gangs - again like before.
7730,0,"For most films, 84 minutes is too little, but this will feel like a life sentence."
7732,3,The leisurely nature of the film is actually one of its strengths.
7733,2,"Your reaction to her revival of ""That"" may well depend on what you thought of the first film."
7735,3,A sound poem of overstepping.
7736,1,When we watch this movie we don't sense tension or excitement first and foremost.
7737,1,The whole thing looks like a $40 million version of a game you'll probably enjoy on the computer rather.
7738,1,"Deadly boring, pointless meditation on losers in an extinct hotel."
7739,2,The whole thing is rather tame.
7740,3,"A duly operated on nail balm, with a good chance of being Franklin's greatest hit, needs to stay afloat in Hollywood."
7743,3,"The film keeps its promise: a look at the ""wild ride"" that occurs as sassy young men begin to conquer the online world with laptops, cell phones and sketchy business plans."
7745,1,A moving image that does not move.
7747,3,The performances all round are superb: the two lead roles deliver appearances with Oscar format.
7748,4,"If ""Lilo & Stitch"" isn't the most edgy feature of Disney's animation series, this first watercolor-backdrop movie since 將 ""Dumbo"" is certainly the most memorable."
7751,1,It is hell of an experience to witness and there is no shortcut to understanding that was not discussed extensively in the press in the heyday of Dahmer in the mid-1990s.
7752,3,The crafty director Robert J. Siegel and his co-writers keep the plot subtle and suspense.
7753,3,"Just what its title means: haunting, impetuous and utterly charming."
7754,4,"Like a great meal, Red Dragon -- with its mature recipe, inspiring ingredients, certified cuisine and flavorful presentation."
7758,1,No amount of good acting is enough to save OleSanders' uninspired story.
7759,3,"It's lost, but fortunately there's little left for residents to do other than embrace the ""real-world dichotomy"" - LRB - Jaglom - RRB - pursued with such jaundiced determination in Venice."
7760,1,"It's all still all too familiar... basically a kind of cautionary tale that was old when ""Angels With Dirty Faces"" was released in 1938."
7761,3,Aniston has recently made a decisive break from her boyfriend's image in an independent Australian film riddled with satirical fire and emotional turmoil.
7762,1,"""Looking For Leonard"" looks somehow neutral, hoping for a stiff wind blowing him up the mountain or something."
7764,1,Officially it's twice as beastly but half as witty.
7765,3,"If -LRB- Jaglam- RRB- is not the best director, then there is something about his singing that should be heard."
7769,1,"Unfortunately, we would rather just keep things simple."
7771,3,I was struck by how many retaliatory measures den filmmakers allow before pulling the plug on the conspirators and preventing an American-Russian goddess dawn.
7772,3,"This is funny, clever, clever, and surprisingly innocuous for a film about a teen who falls in love with his stepmother."
7773,1,"Until this miraculous ending is known, it will be impossible to rekindle interest."
7774,2,"""Murder by Numbers"" may not be a great movie but it is a perfectly acceptable widget."
7779,0,"""Sorority Boys"" was funnier, and the movie was pretty bad."
