,Caterogy,Sentence
9012,2,"... only bond can save us from the late eccentric , super wealthy megalomaniac bent on world domination and destruction ."
9013,4,"both heartbreaking and heartwarming ... just simple fable do in an artless sytle , but it 's tremendously move ."
9014,0,"even as valiantly struggle to remain interested , or at least conscious , could feel my eyelid ... get ... very ... heavy ..."
9015,4,allen 's funny and most likeable movie in year .
9016,1,"it 's leaden and predictable , and laugh be lack ."
9017,0,"even by the intentionally low standard of frat boy humor , sorority boy be bowser ."
9018,3,play out with dogged and eventually win squareness that would make it the darling of many kid and family orient cable channel .
9019,2,"go for la salle 's performance , and make do as best you can with stutter script ."
9020,2,"you really have to salute writer director haneke he adapt elfriede jelinek 's novel for make film that be't nearly as graphic but much more powerful , brutally shock and difficult to watch ."
9021,3,"the pain , loneliness and insecurity of the screenwriting process be vividly and painfully bring to slovenly life in this self deprecating , biting and witty feature write by charlie kaufman and his twin brother , donald , and direct by spike jonze ."
9022,2,"there be problem with this film that even oscar winner ca't overcome , but it 's nice girl buddy movie once it get rock rolling ."
9023,4,"the vista from orbit , with the space station suspend like huge set of wind chime over the great blue globe , be stanza of breathtaking , awe inspire visual poetry ."
9024,1,bean drop the ball too many time ... hop the nifty premise will create enough interest to make up for an unfocused screenplay .
9025,1,inconsequential road and buddy pic .
9026,1,do we really need another film that praise female self sacrifice ?
9027,1,could as easily have be call ` under siege in alcatraz ' ... cinematic corpse that never spring to life .
9028,4,filmmaker tian zhuangzhuang triumphantly return to narrative filmmaking with visually masterful work of quiet power .
9029,3,"enough may pander to our base desire for payback , but unlike many revenge fantasy , it ultimately deliver ."
9030,2,strident and inelegant in its ` message movie ' posturing .
9031,1,"the adventure do't contain half the excitement of balto , or quarter the fun of toy story ."
9032,0,"like rudy yellow lodge , eyre need to take good sweat to clarify his cinematic vision before his next creation and remember the lesson of the trickster spider ."
9033,2,"if you 're really rent this you 're not interested in discretion in your entertainment choice , you 're interested in anne geddes , john grisham , and thomas kincaid ."
9034,4,"blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it survey , the film have in kieran culkin pitch perfect holden ."
9035,1,"skip this dreck , rent animal house and go back to the source ."
9036,2,"despite hoffman 's best effort , wilson remain silent , lumpish cipher his encounter reveal nothing about who he be or who he be before ."
9037,3,most thriller send audience out talk about specific scary scene or startle moment `` frailty `` leave us with the terrify message that the real horror may be wait for us at home .
9038,4,"an interesting psychological game of cat and mouse , three dimensional character and believable performance all add up to satisfying crime drama ."
9039,4,"insomnia be one of the year 's best film and pacino give one of his most daring , and complicate , performance ."
9040,0,"manipulative claptrap , period piece movie of the week , plain old blarney ... take your pick ."
9041,4,"informative , intriguing , observant , often touch ... give human face to what 's often discuss in purely abstract term ."
9042,1,lurid and less than lucid work .
9043,2,"o.k . , not really ."
9044,2,"a respectable but uninspired thriller that 's intelligent and consider in its detail , but ultimately weak in its impact ."
9045,2,like less dizzily gorgeous companion to mr. wong 's in the mood for love very much hong kong movie despite its mainland setting .
9046,2,"gorgeous scene , masterful performance , but the sickly sweet gender normative narrative leave an acrid test in this gourmet 's mouth ."
9047,3,"much have be write about those year when the psychedelic '60s groove over into the gay '70s , but word do't really do the era justice ."
9048,3,"it 's nice to see piscopo again after all these year , and chaykin and headly be priceless ."
9049,1,"despite its visual virtuosity , ` naqoyqatsi ' be banal in its message and the choice of material to convey it ."
9050,4,"a heartbreakingly thoughtful minor classic , the work of genuine and singular artist ."
9051,2,maelstrom be deliberately unsteady mixture of stylistic element .
9052,3,"it 's pretty linear and only makeup deep , but bogdanovich tie it together with efficiency and an affection for the period ."
9053,0,"it be messy , uncouth , incomprehensible , vicious and absurd ."
9054,4,"lux , now in her eighty , do great combination act as narrator , jewish grandmother and subject take us through film that be part biography , part entertainment and part history ."
